,type,reference,price,neighbourhood,area,rooms,plant,lift,parking,district
580,Flat,/en/inmueble/98136613/,1850000,Diagonal Mar i el Front Marítim del Poblenou,240,3,24.0,lift,yes,Sant Martí
581,Flat,/en/inmueble/100336874/,300000,el Baix Guinardó,71,3,1.0,lift,no,Horta-Guinardó
582,Flat,/en/inmueble/101241600/,350000,Sant Antoni,85,5,2.0,lift,no,Eixample
583,Flat,/en/inmueble/91176325/,760000,el Putxet i el Farró,130,4,,no lift,yes,Sarrià-Sant Gervasi
584,Penthouse,/en/inmueble/101370760/,1090000,Sant Gervasi - Galvany,145,3,2.0,lift,no,Sarrià-Sant Gervasi
586,Flat,/en/inmueble/101348458/,1450000,l'Antiga Esquerra de l'Eixample,168,3,,no lift,no,Eixample
587,Flat,/en/inmueble/101620984/,295000,Sants,110,1,0.0,lift,no,Sants-Montjuïc
588,Flat,/en/inmueble/101431587/,630000,el Barri Gòtic,112,3,,no lift,no,Ciutat Vella
589,Flat,/en/inmueble/101602304/,260000,Sant Andreu,82,3,5.0,no lift,no,Sant Andreu
590,House,/en/inmueble/99426101/,630000,Sant Andreu,177,4,,no lift,yes,Sant Andreu
591,Penthouse,/en/inmueble/100673753/,750000,la Vila de Gràcia,123,3,,no lift,no,Gràcia
592,Flat,/en/inmueble/89809999/,1900000,el Poblenou,152,2,14.0,lift,yes,Sant Martí
593,Penthouse,/en/inmueble/84087248/,1190000,la Nova Esquerra de l'Eixample,160,3,10.0,lift,no,Eixample
594,Flat,/en/inmueble/100554422/,1500000,la Dreta de l'Eixample,252,6,2.0,lift,no,Eixample
595,Flat,/en/inmueble/100671646/,945000,les Tres Torres,174,5,1.0,lift,yes,Sarrià-Sant Gervasi
596,Flat,/en/inmueble/100645808/,330000,Sant Antoni,85,3,2.0,lift,no,Eixample
597,Flat,/en/inmueble/101281893/,275000,la Salut,67,3,1.0,lift,no,Gràcia
599,Flat,/en/inmueble/100336601/,450000,la Vila de Gràcia,101,3,2.0,lift,no,Gràcia
0,Flat,/en/inmueble/97934037/,1200000,la Dreta de l'Eixample,223,4,,no lift,no,Eixample
1,Flat,/en/inmueble/99953283/,440000,Sant Gervasi - Galvany,90,3,1.0,lift,no,Sarrià-Sant Gervasi
3,Flat,/en/inmueble/99113286/,1095000,la Dreta de l'Eixample,192,4,1.0,lift,no,Eixample
4,Penthouse,/en/inmueble/101617808/,460000,la Font d'en Fargues,66,2,3.0,lift,no,Horta-Guinardó
5,Flat,/en/inmueble/100499881/,1200000,Sarrià,195,4,2.0,lift,yes,Sarrià-Sant Gervasi
6,Flat,/en/inmueble/100420061/,945000,l'Antiga Esquerra de l'Eixample,128,3,3.0,lift,no,Eixample
7,Flat,/en/inmueble/99702055/,1149000,la Vila Olímpica del Poblenou,174,3,3.0,lift,yes,Sant Martí
8,Flat,/en/inmueble/100984200/,1250000,l'Antiga Esquerra de l'Eixample,156,3,,no lift,no,Eixample
9,Flat,/en/inmueble/98682172/,480000,el Barri Gòtic,105,3,3.0,no lift,no,Ciutat Vella
10,Flat,/en/inmueble/101617771/,605000,la Font d'en Fargues,79,3,0.0,lift,no,Horta-Guinardó
11,Flat,/en/inmueble/96428372/,880000,la Dreta de l'Eixample,114,2,,no lift,no,Eixample
12,Flat,/en/inmueble/101617793/,630000,la Font d'en Fargues,95,3,1.0,lift,no,Horta-Guinardó
13,Flat,/en/inmueble/101617745/,435000,la Font d'en Fargues,72,3,2.0,lift,no,Horta-Guinardó
14,Flat,/en/inmueble/100957510/,890000,el Camp d'en Grassot i Gràcia Nova,184,4,,no lift,no,Gràcia
15,House,/en/inmueble/99099866/,1490000,la Salut,334,5,,no lift,yes,Gràcia
16,Terraced,/en/inmueble/98498530/,930000,el Putxet i el Farró,263,5,,no lift,yes,Sarrià-Sant Gervasi
17,Penthouse,/en/inmueble/100910324/,1100000,l'Antiga Esquerra de l'Eixample,102,2,,no lift,no,Eixample
18,Flat,/en/inmueble/97332453/,585000,Sant Antoni,126,3,1.0,lift,no,Eixample
19,Flat,/en/inmueble/100678806/,1395000,el Barri Gòtic,336,5,,no lift,no,Ciutat Vella
20,Flat,/en/inmueble/101468258/,1195000,la Dreta de l'Eixample,195,3,,no lift,no,Eixample
21,Flat,/en/inmueble/101605799/,858000,la Dreta de l'Eixample,89,2,3.0,lift,no,Eixample
22,Flat,/en/inmueble/99993986/,1499000,la Dreta de l'Eixample,115,3,,no lift,no,Eixample
23,Flat,/en/inmueble/99671987/,460000,l'Antiga Esquerra de l'Eixample,66,2,1.0,no lift,no,Eixample
24,Penthouse,/en/inmueble/101614656/,510000,el Camp de l'Arpa del Clot,94,4,9.0,lift,no,Sant Martí
25,Flat,/en/inmueble/100984201/,1295000,la Dreta de l'Eixample,145,3,,no lift,no,Eixample
26,Flat,/en/inmueble/101617744/,440000,la Font d'en Fargues,79,3,1.0,lift,no,Horta-Guinardó
28,Flat,/en/inmueble/101610463/,790000,el Barri Gòtic,106,3,3.0,lift,no,Ciutat Vella
29,Flat,/en/inmueble/99463756/,106500,el Raval,43,1,3.0,lift,no,Ciutat Vella
33,Flat,/en/inmueble/101621239/,1190000,la Dreta de l'Eixample,140,3,3.0,lift,no,Eixample
35,Penthouse,/en/inmueble/29714252/,2500000,"Sant Pere, Santa Caterina i la Ribera",318,3,4.0,lift,no,Ciutat Vella
36,Flat,/en/inmueble/101611863/,1175000,Sant Gervasi - la Bonanova,180,4,1.0,lift,no,Sarrià-Sant Gervasi
37,Flat,/en/inmueble/101610368/,735000,el Barri Gòtic,101,3,2.0,lift,no,Ciutat Vella
38,Flat,/en/inmueble/101610747/,1045000,el Barri Gòtic,156,3,3.0,lift,no,Ciutat Vella
39,Flat,/en/inmueble/101357003/,975000,Sant Gervasi - Galvany,171,4,4.0,no lift,yes,Sarrià-Sant Gervasi
41,Flat,/en/inmueble/100881128/,695000,el Barri Gòtic,167,5,,no lift,no,Ciutat Vella
42,Flat,/en/inmueble/101610374/,765000,el Barri Gòtic,101,3,3.0,lift,no,Ciutat Vella
43,Flat,/en/inmueble/101606268/,715000,el Barri Gòtic,101,3,1.0,lift,no,Ciutat Vella
44,Flat,/en/inmueble/101610639/,1020000,el Barri Gòtic,156,3,2.0,lift,no,Ciutat Vella
45,Flat,/en/inmueble/101616722/,255000,Sant Andreu,86,3,3.0,no lift,no,Sant Andreu
46,Flat,/en/inmueble/101616692/,250000,Sant Andreu,86,3,2.0,no lift,no,Sant Andreu
47,Flat,/en/inmueble/99230842/,1790000,Diagonal Mar i el Front Marítim del Poblenou,180,3,10.0,lift,yes,Sant Martí
48,Penthouse,/en/inmueble/101622505/,1900000,Sarrià,260,4,4.0,lift,yes,Sarrià-Sant Gervasi
49,Flat,/en/inmueble/101612792/,685000,Sant Gervasi - la Bonanova,123,4,1.0,lift,yes,Sarrià-Sant Gervasi
50,Flat,/en/inmueble/101300699/,1550000,la Dreta de l'Eixample,198,5,2.0,lift,no,Eixample
51,Flat,/en/inmueble/101622384/,1450000,Pedralbes,177,5,3.0,lift,yes,Les Corts
52,Flat,/en/inmueble/101354832/,329000,Sant Andreu,69,2,5.0,lift,no,Sant Andreu
53,Flat,/en/inmueble/101618886/,485000,la Maternitat i Sant Ramon,123,4,,no lift,no,Les Corts
54,Flat,/en/inmueble/99204996/,1000000,Sant Gervasi - la Bonanova,227,4,1.0,lift,yes,Sarrià-Sant Gervasi
56,Flat,/en/inmueble/101611817/,400000,Diagonal Mar i el Front Marítim del Poblenou,79,2,6.0,lift,no,Sant Martí
57,Flat,/en/inmueble/98321273/,1172000,Sant Gervasi - Galvany,215,5,1.0,lift,yes,Sarrià-Sant Gervasi
58,Flat,/en/inmueble/98321540/,1230000,Sant Gervasi - Galvany,200,5,4.0,lift,yes,Sarrià-Sant Gervasi
59,Flat,/en/inmueble/100042114/,185000,el Raval,45,1,0.0,no lift,no,Ciutat Vella
61,Flat,/en/inmueble/101608365/,265000,Hostafrancs,59,2,3.0,lift,no,Sants-Montjuïc
63,Flat,/en/inmueble/100123082/,410000,el Camp de l'Arpa del Clot,108,4,6.0,lift,no,Sant Martí
64,Flat,/en/inmueble/101386153/,1290000,Sant Gervasi - Galvany,256,4,1.0,lift,no,Sarrià-Sant Gervasi
65,Flat,/en/inmueble/98848456/,1490000,Sant Gervasi - Galvany,491,10,1.0,lift,no,Sarrià-Sant Gervasi
66,Flat,/en/inmueble/98421178/,917900,el Putxet i el Farró,214,4,3.0,lift,yes,Sarrià-Sant Gervasi
67,Flat,/en/inmueble/101616336/,725000,la Dreta de l'Eixample,92,1,,no lift,no,Eixample
68,Flat,/en/inmueble/98270250/,260000,el Camp d'en Grassot i Gràcia Nova,48,2,2.0,no lift,no,Gràcia
69,Flat,/en/inmueble/100332826/,172000,la Sagrera,57,3,6.0,lift,no,Sant Andreu
70,Penthouse,/en/inmueble/101616310/,725000,la Dreta de l'Eixample,92,1,,no lift,no,Eixample
71,House,/en/inmueble/97498349/,1250000,"Vallvidrera, el Tibidabo i les Planes",237,4,,no lift,yes,Sarrià-Sant Gervasi
72,Flat,/en/inmueble/99345769/,228000,Sants,76,3,1.0,lift,no,Sants-Montjuïc
73,Flat,/en/inmueble/101450358/,1330000,Sarrià,238,5,3.0,lift,yes,Sarrià-Sant Gervasi
74,Flat,/en/inmueble/100807514/,330000,Vilapicina i la Torre Llobeta,78,3,4.0,lift,no,Nou Barris
75,Flat,/en/inmueble/100580224/,217500,el Poble-sec,53,3,1.0,lift,no,Sants-Montjuïc
77,Flat,/en/inmueble/101625348/,1190000,Sant Gervasi - Galvany,251,6,,no lift,no,Sarrià-Sant Gervasi
78,Flat,/en/inmueble/99102359/,1700000,el Poble-sec,241,5,,no lift,no,Sants-Montjuïc
79,Flat,/en/inmueble/93088976/,1880000,les Tres Torres,302,6,3.0,lift,yes,Sarrià-Sant Gervasi
80,Flat,/en/inmueble/98378409/,498000,l'Antiga Esquerra de l'Eixample,97,3,3.0,lift,no,Eixample
81,Flat,/en/inmueble/101162232/,1290000,Sant Gervasi - Galvany,256,4,,no lift,no,Sarrià-Sant Gervasi
82,Flat,/en/inmueble/97892167/,899000,les Tres Torres,160,4,4.0,lift,yes,Sarrià-Sant Gervasi
84,Flat,/en/inmueble/38306932/,250000,el Poblenou,76,2,,no lift,no,Sant Martí
85,Flat,/en/inmueble/99581917/,522100,el Guinardó,144,4,1.0,lift,yes,Horta-Guinardó
86,Flat,/en/inmueble/101619108/,340000,Porta,86,3,3.0,no lift,no,Nou Barris
89,Flat,/en/inmueble/101621648/,225000,el Camp de l'Arpa del Clot,52,1,2.0,lift,no,Sant Martí
92,Duplex,/en/inmueble/99402619/,1140000,Sant Gervasi - Galvany,143,2,0.0,lift,no,Sarrià-Sant Gervasi
93,Flat,/en/inmueble/97971797/,445000,el Putxet i el Farró,126,5,1.0,lift,no,Sarrià-Sant Gervasi
94,Flat,/en/inmueble/101137835/,649000,la Nova Esquerra de l'Eixample,161,4,1.0,lift,no,Eixample
95,Flat,/en/inmueble/101403620/,2200000,Sant Gervasi - Galvany,318,5,,no lift,yes,Sarrià-Sant Gervasi
96,Flat,/en/inmueble/100963730/,228000,el Guinardó,74,3,3.0,no lift,no,Horta-Guinardó
97,Penthouse,/en/inmueble/100183507/,640000,les Tres Torres,101,2,4.0,lift,yes,Sarrià-Sant Gervasi
98,Flat,/en/inmueble/100322263/,595000,el Putxet i el Farró,132,3,1.0,lift,no,Sarrià-Sant Gervasi
99,Flat,/en/inmueble/101201963/,520000,la Dreta de l'Eixample,109,4,2.0,lift,no,Eixample
100,Flat,/en/inmueble/99378433/,650000,Diagonal Mar i el Front Marítim del Poblenou,99,2,2.0,lift,no,Sant Martí
102,Flat,/en/inmueble/99355720/,940000,el Barri Gòtic,207,5,1.0,lift,no,Ciutat Vella
103,House,/en/inmueble/99977630/,495000,el Coll,102,2,,no lift,no,Gràcia
104,Flat,/en/inmueble/101562033/,1595000,Pedralbes,237,4,7.0,lift,yes,Les Corts
105,Penthouse,/en/inmueble/101043963/,399000,Pedralbes,54,1,6.0,lift,no,Les Corts
106,Flat,/en/inmueble/101004645/,1095000,Pedralbes,165,5,4.0,lift,yes,Les Corts
108,Flat,/en/inmueble/99983870/,1150000,la Dreta de l'Eixample,153,2,5.0,lift,yes,Eixample
110,Penthouse,/en/inmueble/99849744/,1700000,Sant Gervasi - la Bonanova,243,5,7.0,lift,yes,Sarrià-Sant Gervasi
111,Penthouse,/en/inmueble/97289632/,1495000,Sant Gervasi - Galvany,210,6,1.0,lift,yes,Sarrià-Sant Gervasi
112,Penthouse,/en/inmueble/101602130/,3500000,la Vila de Gràcia,283,5,,no lift,no,Gràcia
113,Flat,/en/inmueble/96904828/,397000,el Poble-sec,83,3,1.0,lift,no,Sants-Montjuïc
116,Flat,/en/inmueble/98123727/,140000,Can Baró,44,2,2.0,no lift,no,Horta-Guinardó
117,Flat,/en/inmueble/101095726/,790000,la Vila de Gràcia,213,7,4.0,lift,no,Gràcia
118,Flat,/en/inmueble/100658426/,1950000,Sant Gervasi - la Bonanova,210,4,6.0,lift,no,Sarrià-Sant Gervasi
119,Flat,/en/inmueble/98434961/,595000,l'Antiga Esquerra de l'Eixample,133,3,1.0,lift,no,Eixample
121,Flat,/en/inmueble/101140127/,520000,"Vallvidrera, el Tibidabo i les Planes",147,3,1.0,no lift,no,Sarrià-Sant Gervasi
122,Flat,/en/inmueble/100293898/,799000,la Dreta de l'Eixample,134,3,4.0,lift,no,Eixample
123,Flat,/en/inmueble/95597900/,1695000,la Dreta de l'Eixample,174,3,5.0,lift,yes,Eixample
124,Flat,/en/inmueble/98637748/,550000,l'Antiga Esquerra de l'Eixample,89,2,3.0,lift,no,Eixample
125,House,/en/inmueble/98225596/,595000,"Vallvidrera, el Tibidabo i les Planes",136,3,,no lift,no,Sarrià-Sant Gervasi
126,House,/en/inmueble/100594513/,3100000,"Vallvidrera, el Tibidabo i les Planes",648,10,,no lift,yes,Sarrià-Sant Gervasi
128,Flat,/en/inmueble/101113015/,279500,el Raval,92,2,1.0,no lift,no,Ciutat Vella
130,Flat,/en/inmueble/100924842/,359000,Hostafrancs,60,2,1.0,lift,no,Sants-Montjuïc
132,Flat,/en/inmueble/100970563/,440000,la Nova Esquerra de l'Eixample,89,2,4.0,lift,no,Eixample
133,Flat,/en/inmueble/101391514/,540000,les Corts,96,3,9.0,lift,no,Les Corts
134,Penthouse,/en/inmueble/99851423/,1950000,la Vila de Gràcia,360,5,7.0,lift,no,Gràcia
135,Flat,/en/inmueble/100013130/,560000,Sants,165,4,5.0,lift,no,Sants-Montjuïc
136,Flat,/en/inmueble/86628783/,315000,el Raval,100,5,4.0,lift,no,Ciutat Vella
137,Flat,/en/inmueble/100120507/,984800,la Dreta de l'Eixample,87,2,2.0,lift,no,Eixample
140,Flat,/en/inmueble/101137621/,245000,el Raval,77,2,4.0,no lift,no,Ciutat Vella
141,Flat,/en/inmueble/101623397/,315000,la Sagrada Família,80,4,1.0,lift,no,Eixample
142,Flat,/en/inmueble/99991555/,349000,l'Antiga Esquerra de l'Eixample,85,3,2.0,lift,no,Eixample
143,Flat,/en/inmueble/101180387/,978000,l'Antiga Esquerra de l'Eixample,200,6,5.0,lift,no,Eixample
144,Flat,/en/inmueble/98215973/,1300000,Sarrià,169,4,3.0,lift,yes,Sarrià-Sant Gervasi
146,Flat,/en/inmueble/98733148/,370000,les Corts,94,3,5.0,lift,no,Les Corts
147,Flat,/en/inmueble/98857342/,749000,"Sant Pere, Santa Caterina i la Ribera",120,3,2.0,lift,no,Ciutat Vella
148,Flat,/en/inmueble/101427070/,400000,la Sagrada Família,85,4,2.0,lift,no,Eixample
149,Flat,/en/inmueble/95831320/,470000,la Font de la Guatlla,92,3,2.0,lift,no,Sants-Montjuïc
150,Flat,/en/inmueble/98378385/,340000,el Camp de l'Arpa del Clot,80,3,1.0,no lift,no,Sant Martí
151,Flat,/en/inmueble/101132622/,550000,les Corts,119,3,1.0,lift,no,Les Corts
152,Flat,/en/inmueble/101127100/,1090000,Sant Gervasi - Galvany,291,5,3.0,lift,yes,Sarrià-Sant Gervasi
153,Flat,/en/inmueble/101421933/,363200,el Besòs i el Maresme,82,3,5.0,lift,no,Sant Andreu
155,Flat,/en/inmueble/95517918/,1095000,les Tres Torres,224,5,1.0,lift,yes,Sarrià-Sant Gervasi
156,Flat,/en/inmueble/100375507/,398000,la Nova Esquerra de l'Eixample,90,4,1.0,lift,no,Eixample
158,Flat,/en/inmueble/101217297/,350000,la Sagrada Família,76,2,1.0,lift,no,Eixample
159,Flat,/en/inmueble/96362228/,1750000,Sant Gervasi - Galvany,284,6,4.0,lift,no,Sarrià-Sant Gervasi
160,Flat,/en/inmueble/100461194/,550000,"Sant Pere, Santa Caterina i la Ribera",85,2,2.0,lift,no,Ciutat Vella
161,Flat,/en/inmueble/101581533/,790000,Sant Antoni,152,4,5.0,lift,no,Eixample
162,Flat,/en/inmueble/101615370/,320000,Sants,83,2,2.0,no lift,no,Sants-Montjuïc
164,Flat,/en/inmueble/101252897/,218000,el Raval,89,2,4.0,no lift,no,Ciutat Vella
165,Flat,/en/inmueble/100367231/,499000,la Nova Esquerra de l'Eixample,126,3,2.0,lift,no,Eixample
166,Flat,/en/inmueble/101089850/,825000,Sant Gervasi - Galvany,198,4,1.0,lift,no,Sarrià-Sant Gervasi
167,Flat,/en/inmueble/101615394/,299000,Diagonal Mar i el Front Marítim del Poblenou,69,4,1.0,lift,no,Sant Martí
168,Flat,/en/inmueble/83767550/,1195000,Diagonal Mar i el Front Marítim del Poblenou,135,4,6.0,lift,yes,Sant Martí
169,Flat,/en/inmueble/101500269/,560000,Sant Gervasi - Galvany,102,3,5.0,lift,no,Sarrià-Sant Gervasi
170,Flat,/en/inmueble/101621965/,300000,Sants,77,2,3.0,lift,yes,Sants-Montjuïc
171,Flat,/en/inmueble/101622754/,185000,la Bordeta,60,3,,no lift,yes,Sants-Montjuïc
172,Duplex,/en/inmueble/101618616/,375000,el Raval,65,2,5.0,no lift,no,Ciutat Vella
173,Flat,/en/inmueble/100939846/,475000,Sants,92,3,4.0,lift,no,Sants-Montjuïc
174,Flat,/en/inmueble/101617142/,489000,el Camp d'en Grassot i Gràcia Nova,113,3,2.0,lift,no,Gràcia
175,Flat,/en/inmueble/99537129/,445000,Sant Antoni,120,3,1.0,lift,no,Eixample
176,Flat,/en/inmueble/94913668/,210500,Sant Martí de Provençals,84,3,0.0,no lift,no,Sant Martí
177,Flat,/en/inmueble/38278514/,1145000,el Barri Gòtic,172,4,2.0,lift,no,Ciutat Vella
178,Flat,/en/inmueble/97905287/,650000,les Corts,150,5,2.0,lift,no,Les Corts
179,Flat,/en/inmueble/100790962/,184500,el Poble-sec,60,3,4.0,lift,no,Sants-Montjuïc
180,Terraced,/en/inmueble/101178282/,895000,Vallcarca i els Penitents,163,4,,no lift,yes,Gràcia
181,Flat,/en/inmueble/101391928/,295000,el Camp de l'Arpa del Clot,70,3,5.0,lift,yes,Sant Martí
182,Flat,/en/inmueble/101622110/,750000,la Vila Olímpica del Poblenou,165,4,2.0,lift,yes,Sant Martí
183,Flat,/en/inmueble/101609696/,315000,la Sagrada Família,80,4,1.0,lift,no,Eixample
184,Flat,/en/inmueble/101610316/,750000,la Vila Olímpica del Poblenou,165,4,2.0,lift,yes,Sant Martí
187,Flat,/en/inmueble/101623302/,435000,Sant Antoni,103,3,2.0,lift,no,Eixample
188,Flat,/en/inmueble/101240515/,430000,Sants,102,3,,no lift,no,Sants-Montjuïc
189,Flat,/en/inmueble/101448628/,495000,la Maternitat i Sant Ramon,75,3,,no lift,yes,Les Corts
190,Flat,/en/inmueble/101623430/,300000,el Congrés i els Indians,90,3,4.0,lift,no,Sant Andreu
191,Flat,/en/inmueble/101244809/,495000,l'Antiga Esquerra de l'Eixample,77,3,1.0,lift,no,Eixample
192,Flat,/en/inmueble/100183357/,280000,el Poble-sec,60,2,2.0,no lift,no,Sants-Montjuïc
193,Flat,/en/inmueble/100394668/,359000,Hostafrancs,57,2,3.0,lift,no,Sants-Montjuïc
194,Flat,/en/inmueble/100460661/,945000,les Tres Torres,174,5,1.0,lift,yes,Sarrià-Sant Gervasi
195,Flat,/en/inmueble/96967469/,229000,Sant Antoni,80,2,0.0,no lift,no,Eixample
196,Flat,/en/inmueble/98099686/,480000,el Barri Gòtic,117,3,3.0,no lift,no,Ciutat Vella
197,Flat,/en/inmueble/101226067/,262000,el Camp de l'Arpa del Clot,71,2,6.0,lift,no,Sant Martí
198,Flat,/en/inmueble/101624594/,420000,el Parc i la Llacuna del Poblenou,94,3,4.0,lift,no,Sant Martí
199,Flat,/en/inmueble/101576229/,315000,la Sagrada Família,80,4,1.0,lift,no,Eixample
200,Flat,/en/inmueble/101289013/,349000,el Poblenou,65,2,1.0,no lift,no,Sant Martí
202,Penthouse,/en/inmueble/100808729/,1295000,Sant Gervasi - Galvany,239,5,6.0,lift,no,Sarrià-Sant Gervasi
203,Flat,/en/inmueble/100659783/,945000,les Tres Torres,174,5,1.0,lift,yes,Sarrià-Sant Gervasi
204,Flat,/en/inmueble/101617095/,315000,la Sagrada Família,80,4,2.0,lift,no,Eixample
205,Flat,/en/inmueble/101622841/,375000,Sant Gervasi - Galvany,79,2,1.0,lift,no,Sarrià-Sant Gervasi
206,Flat,/en/inmueble/101621777/,250000,Sant Gervasi - Galvany,50,1,,no lift,no,Sarrià-Sant Gervasi
207,Flat,/en/inmueble/101625744/,440000,el Poblenou,96,3,1.0,lift,no,Sant Martí
208,Flat,/en/inmueble/100372023/,354000,Sants,80,2,2.0,no lift,no,Sants-Montjuïc
209,House,/en/inmueble/101551324/,2100000,"Vallvidrera, el Tibidabo i les Planes",176,5,,no lift,yes,Sarrià-Sant Gervasi
211,House,/en/inmueble/100298910/,3950000,Pedralbes,683,9,,no lift,yes,Les Corts
220,Flat,/en/inmueble/96976145/,210000,la Bordeta,67,3,1.0,lift,no,Sants-Montjuïc
221,Flat,/en/inmueble/101617801/,390000,la Font d'en Fargues,64,2,2.0,lift,no,Horta-Guinardó
222,Duplex,/en/inmueble/100340493/,395000,el Parc i la Llacuna del Poblenou,103,3,1.0,lift,no,Sant Martí
223,Flat,/en/inmueble/101458112/,1110000,l'Antiga Esquerra de l'Eixample,251,5,2.0,lift,no,Eixample
224,Flat,/en/inmueble/100659376/,725000,l'Antiga Esquerra de l'Eixample,135,4,3.0,lift,no,Eixample
227,Flat,/en/inmueble/100809638/,565000,la Dreta de l'Eixample,102,3,4.0,lift,yes,Eixample
228,Flat,/en/inmueble/101292076/,309000,el Camp de l'Arpa del Clot,94,4,1.0,lift,no,Sant Martí
229,Flat,/en/inmueble/100552012/,435000,les Corts,89,4,2.0,lift,no,Les Corts
230,Flat,/en/inmueble/99815313/,435000,la Nova Esquerra de l'Eixample,101,3,7.0,lift,no,Eixample
231,Flat,/en/inmueble/101609855/,650000,l'Antiga Esquerra de l'Eixample,129,4,1.0,lift,no,Eixample
232,Flat,/en/inmueble/101602151/,750000,la Vila Olímpica del Poblenou,165,4,2.0,lift,yes,Sant Martí
233,Flat,/en/inmueble/101625159/,527000,l'Antiga Esquerra de l'Eixample,114,4,,no lift,no,Eixample
234,Flat,/en/inmueble/101626156/,845000,Sant Gervasi - la Bonanova,178,4,6.0,lift,no,Sarrià-Sant Gervasi
235,Flat,/en/inmueble/101626803/,275000,el Baix Guinardó,76,2,,no lift,no,Horta-Guinardó
236,Flat,/en/inmueble/101615219/,750000,la Vila Olímpica del Poblenou,165,4,2.0,lift,yes,Sant Martí
237,Penthouse,/en/inmueble/101626277/,475000,la Nova Esquerra de l'Eixample,92,2,5.0,lift,no,Eixample
238,Flat,/en/inmueble/101579901/,845000,la Dreta de l'Eixample,162,6,4.0,lift,no,Eixample
239,Flat,/en/inmueble/100085533/,1400000,la Dreta de l'Eixample,380,12,1.0,lift,no,Eixample
242,Flat,/en/inmueble/99544660/,190000,la Salut,58,2,0.0,no lift,no,Gràcia
243,Penthouse,/en/inmueble/101626143/,1090000,Sant Gervasi - Galvany,150,3,8.0,lift,no,Sarrià-Sant Gervasi
244,Flat,/en/inmueble/101153903/,399000,la Nova Esquerra de l'Eixample,75,3,3.0,lift,no,Eixample
245,Flat,/en/inmueble/101200851/,395000,la Nova Esquerra de l'Eixample,89,3,5.0,lift,no,Eixample
246,Flat,/en/inmueble/98823335/,3700000,la Dreta de l'Eixample,274,4,5.0,lift,yes,Eixample
247,Flat,/en/inmueble/101110082/,109000,el Bon Pastor,58,2,2.0,lift,no,Sant Andreu
248,Semi-detached,/en/inmueble/96238263/,2400000,Sant Gervasi - la Bonanova,496,6,,no lift,yes,Sarrià-Sant Gervasi
249,Flat,/en/inmueble/101618969/,315000,la Sagrada Família,80,4,1.0,lift,no,Eixample
250,Flat,/en/inmueble/99548320/,845000,Sant Gervasi - Galvany,224,6,1.0,lift,no,Sarrià-Sant Gervasi
251,Flat,/en/inmueble/101607521/,750000,la Vila Olímpica del Poblenou,165,4,2.0,lift,no,Sant Martí
252,Penthouse,/en/inmueble/100023531/,549000,el Barri Gòtic,95,2,5.0,lift,no,Ciutat Vella
253,Flat,/en/inmueble/99932549/,750000,el Barri Gòtic,97,3,2.0,no lift,no,Ciutat Vella
254,Penthouse,/en/inmueble/100991554/,1100000,la Sagrada Família,237,4,8.0,lift,yes,Eixample
255,Flat,/en/inmueble/96442466/,655000,la Dreta de l'Eixample,102,2,3.0,lift,no,Eixample
256,Flat,/en/inmueble/101129211/,645000,el Baix Guinardó,156,4,,no lift,no,Horta-Guinardó
257,Flat,/en/inmueble/101186056/,360000,el Coll,95,3,1.0,lift,no,Gràcia
258,Flat,/en/inmueble/100478209/,269000,Sant Antoni,73,3,1.0,lift,no,Eixample
259,Penthouse,/en/inmueble/100799095/,850000,Sarrià,140,3,6.0,lift,yes,Sarrià-Sant Gervasi
260,Flat,/en/inmueble/101159733/,598250,el Putxet i el Farró,166,2,0.0,lift,no,Sarrià-Sant Gervasi
261,Flat,/en/inmueble/101609979/,315000,la Sagrada Família,80,4,1.0,lift,no,Eixample
262,Terraced,/en/inmueble/100279596/,750000,la Vila de Gràcia,144,3,,no lift,no,Gràcia
263,Flat,/en/inmueble/97998437/,695000,el Camp d'en Grassot i Gràcia Nova,117,4,3.0,lift,no,Gràcia
264,House,/en/inmueble/101026155/,1699000,Sarrià,404,4,,no lift,yes,Sarrià-Sant Gervasi
265,Flat,/en/inmueble/101624191/,375000,la Maternitat i Sant Ramon,91,3,,no lift,no,Les Corts
266,Flat,/en/inmueble/95370105/,620000,la Dreta de l'Eixample,150,5,6.0,lift,no,Eixample
268,Flat,/en/inmueble/101616909/,450000,l'Antiga Esquerra de l'Eixample,100,5,2.0,lift,no,Eixample
269,Penthouse,/en/inmueble/99580455/,1600000,Sant Gervasi - Galvany,258,5,6.0,lift,yes,Sarrià-Sant Gervasi
270,House,/en/inmueble/91599983/,1350000,"Vallvidrera, el Tibidabo i les Planes",519,6,,no lift,yes,Sarrià-Sant Gervasi
271,House,/en/inmueble/96579536/,1595000,"Vallvidrera, el Tibidabo i les Planes",700,8,,no lift,yes,Sarrià-Sant Gervasi
272,House,/en/inmueble/99775526/,975000,"Vallvidrera, el Tibidabo i les Planes",240,6,,no lift,no,Sarrià-Sant Gervasi
273,Flat,/en/inmueble/101625994/,795000,Sant Gervasi - la Bonanova,116,4,8.0,lift,no,Sarrià-Sant Gervasi
275,Terraced,/en/inmueble/101423471/,525000,Sants,116,4,,no lift,no,Sants-Montjuïc
276,House,/en/inmueble/97797363/,1595000,"Vallvidrera, el Tibidabo i les Planes",370,4,,no lift,yes,Sarrià-Sant Gervasi
279,Flat,/en/inmueble/99205018/,1880000,les Tres Torres,372,6,3.0,lift,yes,Sarrià-Sant Gervasi
