,type,reference,price,district,street,area,plant,lift,parking,description
742,Flat,/en/inmueble/97362092/,"1,730,000€","['\n\n\n\n\n\n\n            Flat in paseo de Garcia Fària', ' Diagonal Mar i el Front Marítim del Poblenou', ' Barcelona\n        \n\n1', '730', '000€\nParking included\n\n\n4 bed.\n169 m²\n5th floor exterior with lift\n\n\n\t\t\t\t\t\tExcellent apartment for sale in Diagonal Mar', ' Barcelona\nRenovated four-bedroom apartment', ' with a constructed area of 169m2', ' of which 132 belong to housing', ' according to the cadastre', ' in Illa del Mar.\n The house has a spacious and bright living-dining room with access to the 48.63m2 terrace']",paseo de Garcia Fària,169 m²,5th,with lift,Parking included,"						Excellent apartment for sale in Diagonal Mar, Barcelona
Renovated four-bedroom apartment, with a constructed area of 169m2, of which 132 belong to housing, according to the cadastre, in Illa del Mar.
 The house has a spacious and bright living-dining room with access to the 48.63m2 terrace, which is
					"
743,Flat,/en/inmueble/98264311/,"2,750,000€","['\n\n\n\n\n\n\n            Flat in paseo de Gràcia', "" La Dreta de l'Eixample"", ' Barcelona\n        \n\n2', '750', '000€\n\n\n4 bed.\n219 m²\n2nd floor exterior with lift\n\n\n\t\t\t\t\t\tBrand new apartment with terrace and pool in Paseo de Gracia', ' Barcelona\n\nExclusive house of 218sqm built', ' distributed in a spacious and bright living room with access to 2 balconies', ' a pleasant and sunny dining room']",paseo de Gràcia,219 m²,2nd,with lift,,"						Brand new apartment with terrace and pool in Paseo de Gracia, Barcelona

Exclusive house of 218sqm built, distributed in a spacious and bright living room with access to 2 balconies, a pleasant and sunny dining room, an independent kitchen with double access and a breakfast bar. It has the possibili
					"
744,Penthouse,/en/inmueble/99427743/,"890,000€","[""\n\n\n\n\n\n\n            Penthouse in La Dreta de l'Eixample"", ' Barcelona\n        \n\n890', ""000€\n\n\n2 bed.\n90 m²\n7th floor exterior with lift\n\n\n\t\t\t\t\t\tGorgeous refurbished penthouse with terrace in Eixample's prime location.\n\nThis magnificient brand new renovated penthouse is placed in one of the best locations in the Eixample""]",La Dreta de l'Eixample,90 m²,7th,with lift,,"						Gorgeous refurbished penthouse with terrace in Eixample's prime location.

This magnificient brand new renovated penthouse is placed in one of the best locations in the Eixample, between Paseo de Gracia and Rambla Catalunya. It has 80 built interior sqm and a wonderful 20 sqm terrace in front of the
					"
745,Flat,/en/inmueble/97593553/,"1,200,000€","[""\n\n\n\n\n\n\n            Flat in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n        \n\n1', '200', '000€\n\n\n4 bed.\n178 m²\n4th floor exterior with lift\n\n\n\t\t\t\t\t\tWonderful 174 sqm apartment with a 5 sqm terrace', ' totally refurbished', ' very close to Rambla Catalunya', "" Paseo de Gracia and Enrique Granados street. It's located in a gorgeous modernist building from the beginning of the 20th century with lift and concierge. The area is one of the best in Barcelona""]",L'Antiga Esquerra de l'Eixample,178 m²,4th,with lift,,"						Wonderful 174 sqm apartment with a 5 sqm terrace, totally refurbished, very close to Rambla Catalunya, Paseo de Gracia and Enrique Granados street. It's located in a gorgeous modernist building from the beginning of the 20th century with lift and concierge. The area is one of the best in Barcelona,
					"
746,Flat,/en/inmueble/98840562/,"1,100,000€","['\n\n\n\n\n\n\n            Flat in calle de la Ribera', ' Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n        \n\n1', '100', '000€\n\n\n2 bed.\n125 m²\n1st floor exterior without lift\n\n\n\t\t\t\t\t\tThe direct impact o this exceptional apartment makes it stand out from others on the market from the very first moment you step through the door. You will encounter high ceilings', ' five large and original balcony doors from three orientations that offers immense natural light']",calle de la Ribera,125 m²,1st,without lift,,"						The direct impact o this exceptional apartment makes it stand out from others on the market from the very first moment you step through the door. You will encounter high ceilings, five large and original balcony doors from three orientations that offers immense natural light, and views of the privat
					"
747,Flat,/en/inmueble/98574445/,"1,100,000€","['\n\n\n\n\n\n\n            Flat in calle de Bailèn', "" La Dreta de l'Eixample"", ' Barcelona\n        \n\n1', '100', '000€\nParking included\n\n\n3 bed.\n146 m²\n4th floor exterior with lift\n\n\n\t\t\t\t\t\tOne of a kind 146m2 brand new high floor apartment with 3 bedrooms and 2 bathrooms is located in Eixample in a perfectly maintained building with concierge service', ' an elevator']",calle de Bailèn,146 m²,4th,with lift,Parking included,"						One of a kind 146m2 brand new high floor apartment with 3 bedrooms and 2 bathrooms is located in Eixample in a perfectly maintained building with concierge service, an elevator, and underground parking with a storage room.

The splendid property has been completely renovated recently with the highes
					"
748,Flat,/en/inmueble/90137259/,"2,158,000€","['\n\n\n\n\n\n\n            Flat in calle de Pau Claris', "" La Dreta de l'Eixample"", ' Barcelona\n        \n\n2', '158', ""000€\n\n\n2 bed.\n196 m²\nGround floor exterior with lift\n\n\n\t\t\t\t\t\tCapturing Barcelona's past and becoming its future"", ' ten unique new built apartments make up this impressive project', ' a heritage building with historical features and fa?ades']",calle de Pau Claris,196 m²,Ground,with lift,,"						Capturing Barcelona's past and becoming its future, ten unique new built apartments make up this impressive project, a heritage building with historical features and fa?ades, boasting both centrality and peace.
Watch the dazzle of city life in Eixample or enjoy a privileged outlook over Pasaje Mende
					"
749,Flat,/en/inmueble/100621063/,"1,990,000€","['\n\n\n\n\n\n\n            Flat in paseo de Garcia Fària', ' Diagonal Mar i el Front Marítim del Poblenou', ' Barcelona\n        \n\n1', '990', ""000€\n\n\n3 bed.\n180 m²\n18th floor exterior with lift\n\n\n\t\t\t\t\t\tThis exquisite designer apartment on the seafront in Barcelona's Diagonal Mar leaves no detail of the good life behind.\n\nComplete with a large terrace"", ' breathtaking views', ' private jacuzzi', ' 24-hour security and its prime location']",paseo de Garcia Fària,180 m²,18th,with lift,,"						This exquisite designer apartment on the seafront in Barcelona's Diagonal Mar leaves no detail of the good life behind.

Complete with a large terrace, breathtaking views, private jacuzzi, 24-hour security and its prime location, this gem of a property is sure to impress the most discerning buyers.
					"
750,Flat,/en/inmueble/98491349/,"2,950,000€","['\n\n\n\n\n\n\n            Flat in paseo de Sant Joan', "" La Dreta de l'Eixample"", ' Barcelona\n        \n\n2', '950', '000€\n\n\n7 bed.\n275 m²\n1st floor exterior with lift\n\n\n\t\t\t\t\t\tStunning and beautiful modernist property with terrace in Paseo Sant Joan.\n\nThis outstanding property is located in one of the best modernist buildings in Barcelona']",paseo de Sant Joan,275 m²,1st,with lift,,"						Stunning and beautiful modernist property with terrace in Paseo Sant Joan.

This outstanding property is located in one of the best modernist buildings in Barcelona, in Paseo Sant Joan and at the foot of the Arc de Triomf. It occupies the entire ""Princpal"" floor (1st) of the building and is made up
					"
751,Flat,/en/inmueble/99172111/,"863,000€","['\n\n\n\n\n\n\n            Flat in calle de Bailèn', "" La Dreta de l'Eixample"", ' Barcelona\n        \n\n863', '000€\n\n\n\t\t\t\t\t\t895', '000 €\n\t\t\t\t\t\n4%\n\n\n\n3 bed.\n146 m²\n1st floor exterior with lift\n\n\n\t\t\t\t\t\tSuperb refurbished apartment with original features in the best area of Eixample.\n\nThis recently refurbished property is in a perfect state of conservation', ' so it\'s practically brand new. It\'s located in ""Quadrat d\'Or"" (""Golden Square"")', ' in the lower part of the right side of the Eixample']",calle de Bailèn,146 m²,1st,with lift,,"						Superb refurbished apartment with original features in the best area of Eixample.

This recently refurbished property is in a perfect state of conservation, so it's practically brand new. It's located in ""Quadrat d'Or"" (""Golden Square""), in the lower part of the right side of the Eixample, the most
					"
752,Penthouse,/en/inmueble/101380211/,"990,000€","['\n\n\n\n\n\n\n            Penthouse in calle del Consell de Cent', "" La Dreta de l'Eixample"", ' Barcelona\n        \n\n990', '000€\n\n\n2 bed.\n108 m²\n7th floor exterior with lift\n\n\n\t\t\t\t\t\tPenthouse with terrace for sale in Eixample Dreta', ' Barcelona\n\nMagnificent penthouse with beautiful views of the entire city', ' ideally located in one of the most sought-after neighborhoods in the city of Barcelona', ' in the magnificent Eixample Dreta neighborhood']",calle del Consell de Cent,108 m²,7th,with lift,,"						Penthouse with terrace for sale in Eixample Dreta, Barcelona

Magnificent penthouse with beautiful views of the entire city, ideally located in one of the most sought-after neighborhoods in the city of Barcelona, in the magnificent Eixample Dreta neighborhood, a few steps from the Girona L4 metro st
					"
753,Flat,/en/inmueble/100517004/,"1,295,000€","['\n\n\n\n\n\n\n            Flat in ronda Sant Pere', "" La Dreta de l'Eixample"", ' Barcelona\n        \n\n1', '295', '000€\n\n\n3 bed.\n190 m²\n1st floor exterior with lift\n\n\n\t\t\t\t\t\tExcellent refurbished upscale apartment in a regal estate building in Eixample.\n\nThis pristine property is located between Paseo de Gracia and Paseo Sant Joan', "" one of the best areas of Eixample's right side""]",ronda Sant Pere,190 m²,1st,with lift,,"						Excellent refurbished upscale apartment in a regal estate building in Eixample.

This pristine property is located between Paseo de Gracia and Paseo Sant Joan, one of the best areas of Eixample's right side, just a few steps away from the city centre. It's located on the first floor of a regal estat
					"
754,Flat,/en/inmueble/98255536/,"2,800,000€","['\n\n\n\n\n\n\n            Flat in paseo de Gràcia', "" La Dreta de l'Eixample"", ' Barcelona\n        \n\n2', '800', '000€\n\n\n4 bed.\n248 m²\n1st floor exterior with lift\n\n\n\t\t\t\t\t\tBrand new apartment with terrace and pool in Paseo de Gracia', ' Barcelona\nExclusive property of 218sqm built and 28sqm of terrace distributed in a spacious and bright living room with access to 2 balconies', ' a pleasant and sunny dining room']",paseo de Gràcia,248 m²,1st,with lift,,"						Brand new apartment with terrace and pool in Paseo de Gracia, Barcelona
Exclusive property of 218sqm built and 28sqm of terrace distributed in a spacious and bright living room with access to 2 balconies, a pleasant and sunny dining room, independent kitchen with double access and breakfast bar. It
					"
755,Flat,/en/inmueble/99079061/,"1,800,000€","['\n\n\n\n\n\n\n            Flat in calle de Ausias March', "" La Dreta de l'Eixample"", ' Barcelona\n        \n\n1', '800', '000€\n\n\n4 bed.\n216 m²\n3rd floor exterior with lift\n\n\n\t\t\t\t\t\tExcellent and refurbished luxury apartment with original features in Eixample.\n\nThis recently refurbished apartment is located very close to Paseo Sant Joan']",calle de Ausias March,216 m²,3rd,with lift,,"						Excellent and refurbished luxury apartment with original features in Eixample.

This recently refurbished apartment is located very close to Paseo Sant Joan, one of the most sought-after areas of Barcelona's Eixample and just a few metres from the Arc de Triomf and the Parc de la Ciutadella.

The fl
					"
756,Flat,/en/inmueble/98261311/,"1,925,000€","['\n\n\n\n\n\n\n            Flat in paseo de Gràcia', "" La Dreta de l'Eixample"", ' Barcelona\n        \n\n1', '925', '000€\n\n\n2 bed.\n168 m²\n1st floor exterior with lift\n\n\n\t\t\t\t\t\tExclusive house of 143sqm built and 23sqm of terrace', ' distributed in a bright living room with access to two pleasant balconies. The kitchen is open plan and comes fully equipped with high-end appliances (including a Liebherr wine fridge). Through the distributor we access the night area']",paseo de Gràcia,168 m²,1st,with lift,,"						Exclusive house of 143sqm built and 23sqm of terrace, distributed in a bright living room with access to two pleasant balconies. The kitchen is open plan and comes fully equipped with high-end appliances (including a Liebherr wine fridge). Through the distributor we access the night area, where we w
					"
757,Flat,/en/inmueble/100287105/,"1,595,000€","['\n\n\n\n\n\n\n            Flat in calle de Girona', "" La Dreta de l'Eixample"", ' Barcelona\n        \n\n1', '595', '000€\n\n\n\t\t\t\t\t\t1', '695']",calle de Girona,185 m²,3rd,with lift,,"						This newly renovated and high-quality exclusive apartment is located on the main floor in the heart of the city in a classical and perfectly maintained Eixample building with a historic elevator and community roof terrace. This splendid property has been completely renovated with the highest quality
					"
